NO,나이,이직여부,출장빈도,일급여,부서,출근거리,학력수준,전공,직원수,고유번호,환경만족도,성별,시급,직무참여도,직급,직무,직무만족도,결혼여부,월급,월급여총액,근무회사수,18세이상,초과근무여부,급여인상비율,성과평가등급,동료관계만족도,표준근무시간,주식옵션수준,근무연수,교육횟수,워라밸만족도,회사근무기간,현재역할근무기간,승진경과기간,현재관리자와근무기간,이름
1094,20,N,적음,805,연구개발,3,3,생명과학,1,1198,1,남자,87,2,1,연구원,3,미혼,3033,12828,1,Y,N,12,3,1,80,0,2,2,2,2,2,1,2,김겅하
1095,44,Y,적음,1097,연구개발,10,4,생명과학,1,1200,3,남자,96,3,1,분석가,3,미혼,2936,10826,1,Y,Y,11,3,3,80,0,6,4,3,6,4,0,2,함미하
1096,22,Y,많음,1256,연구개발,3,4,생명과학,1,1203,3,남자,48,2,1,분석가,4,결혼,2853,4223,0,Y,Y,11,3,2,80,1,1,5,3,0,0,0,0,오재규
1097,44,N,없음,111,연구개발,17,3,생명과학,1,1206,4,남자,74,1,1,분석가,3,미혼,2290,4279,2,Y,N,13,3,4,80,0,6,3,3,0,0,0,0,신재하
1098,33,N,적음,147,인적자원,2,3,인적자원,1,1207,2,남자,99,3,1,인적자원,3,결혼,3600,8429,1,Y,N,13,3,4,80,1,5,2,3,5,4,1,4,김혀하
1099,41,Y,없음,906,연구개발,5,2,생명과학,1,1210,1,남자,95,2,1,분석가,1,이혼,2107,20293,6,Y,N,17,3,1,80,1,5,2,1,1,0,0,0,고덩하
1100,30,N,적음,1329,판매,29,4,생명과학,1,1211,3,남자,61,3,2,영업사원,1,이혼,4115,13192,8,Y,N,19,3,3,80,3,8,3,3,4,3,0,3,이연견
1101,40,N,많음,1184,판매,2,4,의학,1,1212,2,남자,62,3,2,영업사원,2,결혼,4327,25440,5,Y,N,12,3,4,80,3,5,2,3,0,0,0,0,박미하
1102,28,N,적음,1179,연구개발,19,4,의학,1,1216,4,남자,78,2,1,연구원,1,결혼,3196,12449,1,Y,N,12,3,3,80,3,6,2,3,6,5,3,3,양희하
1103,46,N,적음,1450,연구개발,15,2,생명과학,1,1217,4,남자,52,3,5,연구 디렉터,2,결혼,19081,10849,5,Y,N,11,3,1,80,1,25,2,3,4,2,0,3,강성준
1104,35,N,적음,1361,판매,17,4,생명과학,1,1218,3,남자,94,3,2,영업사원,1,결혼,8966,21026,3,Y,Y,15,3,4,80,3,15,2,3,7,7,1,7,장강숭
1105,36,N,적음,917,연구개발,6,4,생명과학,1,1221,3,남자,60,1,1,연구원,3,이혼,2741,6865,1,Y,N,14,3,3,80,1,7,4,3,7,7,1,7,류기수
1106,30,N,적음,853,연구개발,7,4,생명과학,1,1224,3,남자,49,3,2,연구원,3,이혼,3491,11309,1,Y,N,13,3,1,80,3,10,4,2,10,7,8,9,손피규
1107,44,N,적음,200,연구개발,29,4,기타,1,1225,4,남자,32,3,2,분석가,4,미혼,4541,7744,1,Y,N,25,4,2,80,0,20,3,3,20,11,13,17,이재하
1108,20,N,적음,654,판매,21,3,마케팅,1,1226,3,남자,43,4,1,영업 담당자,4,미혼,2678,5050,1,Y,N,17,3,4,80,0,2,2,3,2,1,2,2,김혀라
1109,46,N,적음,150,연구개발,2,4,기술학위,1,1228,4,남자,60,3,2,제조 디렉터,4,이혼,7379,17433,2,Y,N,11,3,3,80,1,12,3,2,6,3,1,4,문하우
1110,42,N,없음,179,인적자원,2,5,의학,1,1231,4,남자,79,4,2,인적자원,1,결혼,6272,12858,7,Y,N,16,3,1,80,1,10,3,4,4,3,0,3,오응원
1111,60,N,적음,696,판매,7,4,마케팅,1,1233,2,남자,52,4,2,영업사원,4,이혼,5220,10893,0,Y,Y,18,3,2,80,1,12,3,3,11,7,1,9,이덩하
1112,33,N,적음,117,연구개발,9,3,의학,1,1238,1,남자,60,3,1,분석가,4,결혼,2781,6311,0,Y,N,13,3,2,80,1,15,5,3,14,10,4,10,민정찬
1113,25,N,적음,1356,판매,10,4,생명과학,1,1240,3,남자,57,3,2,영업사원,4,미혼,4950,20623,0,Y,N,14,3,2,80,0,5,4,3,4,3,1,1,김지석
1114,30,N,적음,1465,연구개발,1,3,의학,1,1241,4,남자,63,3,1,분석가,2,결혼,3579,9369,0,Y,Y,21,4,1,80,1,12,2,3,11,9,5,7,이차하
1115,27,N,적음,1103,연구개발,14,3,생명과학,1,1244,1,남자,42,3,1,분석가,1,결혼,2235,14377,1,Y,Y,14,3,4,80,2,9,3,2,9,7,6,8,최혀규
1116,54,N,적음,685,연구개발,3,3,생명과학,1,1250,4,남자,85,3,4,연구 디렉터,4,결혼,17779,23474,3,Y,N,14,3,1,80,0,36,2,3,10,9,0,9,안승연
1117,31,N,적음,1332,연구개발,11,2,의학,1,1251,3,남자,80,3,2,의료 담당자,1,결혼,6833,17089,1,Y,Y,12,3,4,80,0,6,2,2,6,5,0,1,홍동재
1118,43,N,적음,920,연구개발,3,3,생명과학,1,1255,3,남자,96,1,5,연구 디렉터,4,결혼,19740,18625,3,Y,N,14,3,2,80,1,25,2,3,8,7,0,7,정동석
1119,49,N,적음,1098,연구개발,4,2,의학,1,1256,1,남자,85,2,5,매니저,3,결혼,18711,12124,2,Y,N,13,3,3,80,1,23,2,4,1,0,0,0,이동태
1120,36,N,많음,469,연구개발,3,3,기술학위,1,1257,3,남자,46,3,1,분석가,2,결혼,3692,9256,1,Y,N,12,3,3,80,0,12,2,2,11,10,0,7,이이문
1121,48,N,적음,969,연구개발,2,2,기술학위,1,1258,4,남자,76,4,1,연구원,2,미혼,2559,16620,5,Y,N,11,3,3,80,0,7,4,2,1,0,0,0,최규지
1122,27,N,적음,1167,연구개발,4,2,생명과학,1,1259,1,남자,76,3,1,분석가,3,이혼,2517,3208,1,Y,N,11,3,2,80,3,5,2,3,5,3,0,3,서성우
1123,29,N,적음,1329,연구개발,7,3,생명과학,1,1260,3,남자,82,3,2,의료 담당자,4,이혼,6623,4204,1,Y,Y,11,3,2,80,2,6,2,3,6,0,1,0,이기하
1124,48,N,적음,715,연구개발,1,3,생명과학,1,1263,4,남자,76,2,5,연구 디렉터,4,미혼,18265,8733,6,Y,N,12,3,3,80,0,25,3,4,1,0,0,0,홍동하
1125,44,N,적음,1099,판매,5,3,마케팅,1,1267,2,남자,88,3,5,매니저,2,결혼,18213,8751,7,Y,N,11,3,3,80,1,26,5,3,22,9,3,10,김대하
1126,33,N,적음,536,판매,10,5,마케팅,1,1268,4,남자,82,4,3,영업사원,3,이혼,8380,21708,0,Y,Y,14,3,4,80,2,10,3,3,9,8,0,8,김찬하
1127,23,N,적음,373,연구개발,1,2,생명과학,1,1270,4,남자,47,3,1,분석가,3,결혼,1223,16901,1,Y,N,22,4,4,80,1,1,2,3,1,0,0,1,배재연
1128,25,Y,많음,599,판매,24,1,생명과학,1,1273,3,남자,73,1,1,영업 담당자,4,미혼,1118,8040,1,Y,Y,14,3,4,80,0,1,4,3,1,0,1,0,이성섭
1129,26,N,적음,583,연구개발,4,2,생명과학,1,1275,3,남자,53,3,1,분석가,4,미혼,2875,9973,1,Y,Y,20,4,2,80,0,8,2,2,8,5,2,2,홍연용
1130,55,N,없음,177,연구개발,8,1,의학,1,1278,4,남자,37,2,4,의료 담당자,2,이혼,13577,25592,1,Y,Y,15,3,4,80,1,34,3,3,33,9,15,0,정재미
1131,51,N,많음,237,판매,9,3,생명과학,1,1282,4,남자,83,3,5,매니저,2,이혼,19847,19196,4,Y,Y,24,4,1,80,1,31,5,2,29,10,11,10,우주하
1132,59,N,적음,1429,연구개발,18,4,의학,1,1283,4,남자,67,3,3,제조 디렉터,4,미혼,10512,20002,6,Y,N,12,3,4,80,0,25,6,2,9,7,5,4,백이은
1133,28,N,많음,791,연구개발,1,4,의학,1,1286,4,남자,44,3,1,연구원,3,미혼,2154,6842,0,Y,Y,11,3,3,80,0,5,2,2,4,2,0,2,최준성
1134,44,N,적음,1199,연구개발,4,2,생명과학,1,1288,3,남자,92,4,5,매니저,1,이혼,19190,17477,1,Y,N,14,3,4,80,2,26,4,2,25,9,14,13,윤주태
1135,34,N,많음,648,인적자원,11,3,생명과학,1,1289,3,남자,56,2,2,인적자원,2,결혼,4490,21833,4,Y,N,11,3,4,80,2,14,5,4,10,9,1,8,정미우
1136,35,N,적음,735,연구개발,6,1,생명과학,1,1291,3,남자,66,3,1,분석가,3,결혼,3506,6020,0,Y,Y,14,3,4,80,0,4,3,3,3,2,2,2,이낭하
1137,28,N,많음,193,연구개발,2,3,생명과학,1,1296,4,남자,52,2,1,연구원,4,결혼,3867,14222,1,Y,Y,12,3,2,80,1,2,2,3,2,2,2,2,유새오
1138,28,N,적음,640,연구개발,1,3,기술학위,1,1301,4,남자,84,3,1,분석가,1,미혼,2080,4732,2,Y,N,11,3,2,80,0,5,2,2,3,2,1,2,전동지
1139,32,N,적음,604,판매,8,3,의학,1,1304,3,남자,56,4,2,영업사원,4,결혼,6209,11693,1,Y,N,15,3,3,80,2,10,4,4,10,7,0,8,양성하
1140,58,N,적음,848,연구개발,23,4,생명과학,1,1308,1,남자,88,3,1,분석가,3,이혼,2372,26076,1,Y,N,12,3,4,80,2,2,3,3,2,2,2,2,황동하
1141,32,Y,적음,1089,연구개발,7,2,생명과학,1,1309,4,남자,79,3,2,연구원,3,결혼,4883,22845,1,Y,N,18,3,1,80,1,10,3,3,10,4,1,1,채재원
1142,39,Y,적음,360,연구개발,23,3,의학,1,1310,3,남자,93,3,1,분석가,1,미혼,3904,22154,0,Y,N,13,3,1,80,0,6,2,3,5,2,0,3,임요석
1143,40,Y,적음,299,판매,25,4,마케팅,1,1318,4,남자,57,2,3,영업사원,2,미혼,9094,17235,2,Y,Y,12,3,3,80,0,9,2,3,5,4,1,0,장상운
1144,52,Y,적음,1030,판매,5,3,생명과학,1,1319,2,남자,64,3,3,영업사원,2,미혼,8446,21534,9,Y,Y,19,3,3,80,0,10,2,2,8,7,7,7,최영하
1145,39,N,적음,524,연구개발,18,2,생명과학,1,1322,1,남자,32,3,2,제조 디렉터,3,미혼,4534,13352,0,Y,N,11,3,1,80,0,9,6,3,8,7,1,7,박강재
1146,41,N,없음,256,판매,10,2,의학,1,1329,3,남자,40,1,2,영업사원,2,미혼,6151,22074,1,Y,N,13,3,1,80,0,19,4,3,19,2,11,9,박유하
1147,44,Y,적음,935,연구개발,3,3,생명과학,1,1333,1,남자,89,3,1,연구원,1,결혼,2362,14669,4,Y,N,12,3,3,80,0,10,4,4,3,2,1,2,김기용
1148,42,N,없음,495,연구개발,2,1,생명과학,1,1334,3,남자,37,3,4,매니저,3,결혼,17861,26582,0,Y,Y,13,3,4,80,0,21,3,2,20,8,2,10,오상우
1149,56,N,적음,206,인적자원,8,4,생명과학,1,1338,4,남자,99,3,5,매니저,2,미혼,19717,4022,6,Y,N,14,3,1,80,0,36,4,3,7,3,7,7,유주번
1150,40,N,없음,458,연구개발,16,2,생명과학,1,1340,3,남자,74,3,1,분석가,3,이혼,3544,8532,9,Y,N,16,3,2,80,1,6,0,3,4,2,0,0,김벙수
1151,34,N,적음,943,연구개발,9,3,생명과학,1,1344,4,남자,86,3,3,의료 담당자,4,이혼,8500,5494,0,Y,N,11,3,4,80,1,10,0,2,9,7,1,6,강혀연
1152,40,N,적음,523,연구개발,2,3,생명과학,1,1346,3,남자,98,3,2,분석가,4,미혼,4661,22455,1,Y,N,13,3,3,80,0,9,4,3,9,8,8,8,박상미
1153,35,N,많음,482,연구개발,4,4,생명과학,1,1350,3,남자,87,3,2,분석가,3,미혼,4249,2690,1,Y,Y,11,3,2,80,0,9,3,3,9,6,1,1,윤기찬
1154,51,N,적음,770,인적자원,5,3,생명과학,1,1352,3,남자,84,3,4,매니저,2,이혼,14026,17588,1,Y,Y,11,3,2,80,1,33,2,3,33,9,0,10,김재규
1155,25,N,적음,882,연구개발,19,1,의학,1,1358,4,남자,67,3,1,연구원,4,결혼,3669,9075,3,Y,N,11,3,3,80,3,7,6,2,3,2,1,2,김재윤
1156,40,N,적음,329,연구개발,1,4,생명과학,1,1361,2,남자,88,3,1,연구원,2,결혼,2387,6762,3,Y,N,22,4,3,80,1,7,3,3,4,2,0,3,송혀송
1157,48,N,적음,855,연구개발,4,3,생명과학,1,1363,4,남자,54,3,3,제조 디렉터,4,미혼,7898,18706,1,Y,N,11,3,3,80,0,11,2,3,10,9,0,8,신호영
1158,27,N,많음,793,판매,2,1,생명과학,1,1371,4,남자,43,1,2,영업사원,4,미혼,5071,20392,3,Y,N,20,4,2,80,0,8,3,3,6,2,0,0,박동규
1159,55,Y,적음,267,판매,13,4,마케팅,1,1372,1,남자,85,4,4,영업사원,3,미혼,13695,9277,6,Y,Y,17,3,3,80,0,24,2,2,19,7,3,8,오면균
1160,56,N,적음,1369,연구개발,23,3,생명과학,1,1373,4,남자,68,3,4,제조 디렉터,2,결혼,13402,18235,4,Y,Y,12,3,1,80,1,33,0,3,19,16,15,9,김상천
1161,34,N,적음,285,연구개발,29,3,의학,1,1377,2,남자,86,3,2,연구원,3,결혼,5429,17491,4,Y,N,13,3,1,80,2,10,1,3,8,7,7,7,김창근
1162,38,N,많음,693,연구개발,7,3,생명과학,1,1382,4,남자,57,4,1,분석가,3,이혼,2610,15748,1,Y,N,11,3,4,80,3,4,2,3,4,2,0,3,김혀우
1163,28,N,적음,736,판매,26,3,생명과학,1,1387,3,남자,48,2,2,영업사원,1,결혼,4724,24232,1,Y,N,11,3,3,80,1,5,0,3,5,3,0,4,허지연
1164,31,Y,적음,330,연구개발,22,4,의학,1,1389,4,남자,98,3,2,제조 디렉터,3,결혼,6179,21057,1,Y,Y,15,3,4,80,2,10,3,2,10,2,6,7,유중하
1165,39,N,적음,1498,판매,21,4,생명과학,1,1390,1,남자,44,2,2,영업사원,4,결혼,6120,3567,3,Y,Y,12,3,4,80,2,8,2,4,5,4,1,4,반동원
1166,51,N,많음,541,판매,2,3,마케팅,1,1391,2,남자,52,3,3,영업사원,2,결혼,10596,15395,2,Y,N,11,3,2,80,0,14,5,3,4,2,3,2,전나하
1167,37,N,적음,1439,연구개발,4,1,생명과학,1,1394,3,남자,54,3,1,분석가,3,결혼,2996,5182,7,Y,Y,15,3,4,80,0,8,2,3,6,4,1,3,전혀중
1168,33,N,많음,1111,판매,5,1,생명과학,1,1395,2,남자,61,3,2,영업사원,4,결혼,9998,19293,6,Y,N,13,3,1,80,0,8,2,4,5,4,1,2,이선준
1169,32,N,적음,499,판매,2,1,마케팅,1,1396,3,남자,36,3,2,영업사원,2,결혼,4078,20497,0,Y,Y,13,3,1,80,3,4,3,2,3,2,1,2,신긍하
1170,39,N,없음,1485,연구개발,25,2,생명과학,1,1397,3,남자,71,3,3,의료 담당자,3,결혼,10920,3449,3,Y,N,21,4,2,80,1,13,2,3,6,4,0,5,조승주
1171,25,N,적음,1372,판매,18,1,생명과학,1,1399,1,남자,93,4,2,영업사원,3,결혼,6232,12477,2,Y,N,11,3,2,80,0,6,3,2,3,2,1,2,정주준
1172,26,N,적음,683,연구개발,2,1,의학,1,1407,1,남자,36,2,1,분석가,4,미혼,3904,4050,0,Y,N,12,3,4,80,0,5,2,3,4,3,1,1,김기우
1173,35,N,많음,200,연구개발,18,2,생명과학,1,1412,3,남자,60,3,3,제조 디렉터,4,미혼,9362,19944,2,Y,N,11,3,3,80,0,10,2,3,2,2,2,2,강혀석
1174,25,N,적음,949,연구개발,1,3,기술학위,1,1415,1,남자,81,3,1,연구원,4,결혼,3229,4910,4,Y,N,11,3,2,80,1,7,2,2,3,2,0,2,오경하
1175,26,N,적음,652,연구개발,7,3,기타,1,1417,3,남자,100,4,1,연구원,1,미혼,3578,23577,0,Y,N,12,3,4,80,0,8,2,3,7,7,0,7,김정성
1176,29,N,적음,332,인적자원,17,3,기타,1,1419,2,남자,51,2,3,인적자원,1,미혼,7988,9769,1,Y,N,13,3,1,80,0,10,3,2,10,9,0,9,윤완하
1177,49,Y,많음,1475,연구개발,28,2,생명과학,1,1420,1,남자,97,2,2,연구원,1,미혼,4284,22710,3,Y,N,20,4,1,80,0,20,2,3,4,3,1,3,추성유
1178,55,N,적음,1136,연구개발,1,4,의학,1,1424,2,남자,81,4,4,연구 디렉터,4,이혼,14732,12414,2,Y,N,13,3,4,80,2,31,4,4,7,7,0,0,최낭이
1179,34,N,많음,560,연구개발,1,4,기타,1,1431,4,남자,91,3,1,분석가,1,이혼,2996,20284,5,Y,N,14,3,3,80,2,10,2,3,4,3,1,3,이상준
1180,27,N,적음,1377,연구개발,11,1,생명과학,1,1434,2,남자,91,3,1,연구원,1,결혼,2099,7679,0,Y,N,14,3,2,80,0,6,3,4,5,0,1,4,이태하
1181,36,N,적음,172,연구개발,4,4,생명과학,1,1435,1,남자,37,2,2,연구원,4,미혼,5810,22604,1,Y,N,16,3,3,80,0,10,2,2,10,4,1,8,윤성로
1182,47,N,적음,465,연구개발,1,3,기술학위,1,1438,1,남자,74,3,1,분석가,4,결혼,3420,10205,7,Y,N,12,3,3,80,1,17,2,2,6,5,1,2,구문왕
1183,25,Y,적음,383,판매,9,2,생명과학,1,1439,1,남자,68,2,1,영업 담당자,1,결혼,4400,15182,3,Y,N,12,3,1,80,0,6,2,3,3,2,2,2,서경하
1184,37,N,없음,1413,연구개발,5,2,기술학위,1,1440,3,남자,84,4,1,연구원,3,미혼,3500,25470,0,Y,N,14,3,1,80,0,7,2,1,6,5,1,3,김동비
1185,32,N,적음,601,판매,7,5,마케팅,1,1446,4,남자,97,3,2,영업사원,4,결혼,9204,23343,4,Y,N,12,3,3,80,1,7,3,2,4,3,0,3,이창역
1186,41,N,적음,1283,연구개발,5,5,의학,1,1448,2,남자,90,4,1,분석가,3,결혼,2127,5561,2,Y,Y,12,3,1,80,0,7,5,2,4,2,0,3,서동운
1187,40,N,없음,663,연구개발,9,4,기타,1,1449,3,남자,81,3,2,연구원,3,이혼,3975,23099,3,Y,N,11,3,3,80,2,11,2,4,8,7,0,7,나주미
1188,31,N,적음,326,판매,8,2,생명과학,1,1453,1,남자,31,3,3,영업사원,4,이혼,10793,8386,1,Y,N,18,3,1,80,1,13,5,3,13,7,9,9,김주문
1189,46,Y,적음,377,판매,9,3,마케팅,1,1457,1,남자,52,3,3,영업사원,4,이혼,10096,15986,4,Y,N,11,3,1,80,1,28,1,4,7,7,4,3,최준하
1190,45,N,적음,1038,연구개발,20,3,의학,1,1460,2,남자,95,1,3,의료 담당자,1,이혼,10851,19863,2,Y,Y,18,3,2,80,1,24,2,3,7,7,0,7,황준지
1191,31,Y,많음,523,연구개발,2,3,생명과학,1,1464,2,남자,94,3,1,연구원,4,결혼,3722,21081,6,Y,Y,13,3,3,80,1,7,2,1,2,2,2,2,김만원
1192,45,N,적음,1448,연구개발,29,3,기술학위,1,1465,2,남자,55,3,3,제조 디렉터,4,결혼,9380,14720,4,Y,Y,18,3,4,80,2,10,4,4,3,1,1,2,최혀경
1193,48,N,적음,1221,판매,7,3,마케팅,1,1466,3,남자,96,3,2,영업사원,1,이혼,5486,24795,4,Y,N,11,3,1,80,3,15,3,3,2,2,2,2,손재석
1194,40,N,없음,218,연구개발,8,1,의학,1,1468,4,남자,55,2,3,연구 디렉터,2,이혼,13757,25178,2,Y,N,11,3,3,80,1,16,5,3,9,8,4,8,임강하
1195,28,N,적음,866,판매,5,3,의학,1,1469,4,남자,84,3,2,영업사원,1,미혼,8463,23490,0,Y,N,18,3,4,80,0,6,4,3,5,4,1,3,김주견
1196,44,N,없음,981,연구개발,5,3,생명과학,1,1471,3,남자,90,2,1,연구원,3,미혼,3162,7973,3,Y,N,14,3,4,80,0,7,5,3,5,2,0,3,심승재
1197,53,N,적음,447,연구개발,2,3,의학,1,1472,4,남자,39,4,4,연구 디렉터,2,미혼,16598,19764,4,Y,N,12,3,2,80,0,35,2,2,9,8,8,8,이세하
1198,49,N,적음,1495,연구개발,5,4,기술학위,1,1473,1,남자,96,3,2,의료 담당자,3,결혼,6651,21534,2,Y,N,14,3,2,80,1,20,0,2,3,2,1,2,김성주
1199,40,N,적음,896,연구개발,2,3,의학,1,1474,3,남자,68,3,1,분석가,3,이혼,2345,8045,2,Y,N,14,3,3,80,1,8,3,4,3,1,1,2,현주석
1200,44,N,적음,1467,연구개발,20,3,생명과학,1,1475,4,남자,49,3,1,분석가,2,미혼,3420,21158,1,Y,N,13,3,3,80,0,6,3,2,5,2,1,3,김슨준
1201,33,N,많음,430,판매,7,3,의학,1,1477,4,남자,54,3,2,영업사원,1,결혼,4373,17456,0,Y,N,14,3,1,80,2,5,2,3,4,3,0,3,류정찬
1202,34,N,적음,1326,판매,3,3,기타,1,1478,4,남자,81,1,2,영업사원,1,미혼,4759,15891,3,Y,N,18,3,4,80,0,15,2,3,13,9,3,12,한성오
1203,30,N,적음,1358,판매,16,1,생명과학,1,1479,4,남자,96,3,2,영업사원,3,결혼,5301,2939,8,Y,N,15,3,3,80,2,4,2,2,2,1,2,2,임성연
1204,30,N,없음,990,연구개발,7,3,기술학위,1,1482,3,남자,64,3,1,분석가,3,이혼,1274,7152,1,Y,N,13,3,2,80,2,1,2,2,1,0,0,0,박원연
1205,57,N,적음,405,연구개발,1,2,생명과학,1,1483,2,남자,93,4,2,분석가,3,결혼,4900,2721,0,Y,N,24,4,1,80,1,13,2,2,12,9,2,8,노창규
1206,49,N,적음,1490,연구개발,7,4,생명과학,1,1484,3,남자,35,3,3,의료 담당자,2,이혼,10466,20948,3,Y,N,14,3,2,80,2,29,3,3,8,7,0,7,최성면
1207,34,N,많음,829,연구개발,15,3,의학,1,1485,2,남자,71,3,4,연구 디렉터,1,이혼,17007,11929,7,Y,N,14,3,4,80,2,16,3,2,14,8,6,9,이미완
1208,28,Y,많음,1496,판매,1,3,기술학위,1,1486,1,남자,92,3,1,영업 담당자,3,결혼,2909,15747,3,Y,N,15,3,4,80,1,5,3,4,3,2,1,2,김혀균
1209,35,N,적음,660,판매,7,1,생명과학,1,1492,4,남자,76,3,1,영업 담당자,3,결혼,2404,16192,1,Y,N,13,3,1,80,1,1,3,3,1,0,0,0,장정원
1210,24,Y,많음,381,연구개발,9,3,의학,1,1494,2,남자,89,3,1,연구원,1,미혼,3172,16998,2,Y,Y,11,3,3,80,0,4,2,2,0,0,0,0,이화하
1211,44,N,많음,1193,연구개발,2,1,의학,1,1496,2,남자,86,3,3,제조 디렉터,3,미혼,10209,19719,5,Y,Y,18,3,2,80,0,16,2,2,2,2,2,2,임미기
1212,29,N,적음,1246,판매,19,3,생명과학,1,1497,3,남자,77,2,2,영업사원,3,이혼,8620,23757,1,Y,N,14,3,3,80,2,10,3,3,10,7,0,4,정덩미
1213,30,N,적음,330,인적자원,1,3,생명과학,1,1499,3,남자,46,3,1,인적자원,3,이혼,2064,15428,0,Y,N,21,4,1,80,1,6,3,4,5,3,1,3,이주연
1214,55,N,적음,1229,연구개발,4,4,생명과학,1,1501,4,남자,30,3,2,의료 담당자,3,결혼,4035,16143,0,Y,Y,16,3,2,80,0,4,2,3,3,2,1,2,김지주
1215,28,Y,많음,289,연구개발,2,2,의학,1,1504,3,남자,38,2,1,연구원,1,미혼,2561,5355,7,Y,N,11,3,3,80,0,8,2,2,0,0,0,0,장상하
1216,28,N,적음,1423,연구개발,1,3,생명과학,1,1506,1,남자,72,2,1,분석가,3,이혼,1563,12530,1,Y,N,14,3,4,80,1,1,2,1,1,0,0,0,나주승
1217,28,N,많음,467,판매,7,3,생명과학,1,1507,3,남자,55,3,2,영업사원,1,미혼,4898,11827,0,Y,N,14,3,4,80,0,5,5,3,4,2,1,3,원영준
1218,28,N,적음,1083,연구개발,29,1,생명과학,1,1514,3,남자,96,1,2,제조 디렉터,2,결혼,6549,3173,1,Y,N,14,3,2,80,2,8,2,2,8,6,1,7,김견문
1219,33,N,적음,516,연구개발,8,5,생명과학,1,1515,4,남자,69,3,2,의료 담당자,3,미혼,6388,22049,2,Y,Y,17,3,1,80,0,14,6,3,0,0,0,0,김성규
1220,32,N,적음,495,연구개발,10,3,의학,1,1516,3,남자,64,3,3,매니저,4,미혼,11244,21072,2,Y,N,25,4,2,80,0,10,5,4,5,2,0,0,오규비
1221,29,Y,적음,224,연구개발,1,4,기술학위,1,1522,1,남자,100,2,1,분석가,1,미혼,2362,7568,6,Y,N,13,3,3,80,0,11,2,1,9,7,0,7,최규하
1222,44,N,적음,136,연구개발,28,3,생명과학,1,1523,4,남자,32,3,4,연구 디렉터,1,결혼,16328,22074,3,Y,N,13,3,3,80,1,24,1,4,20,6,14,17,노창엉
1223,23,N,적음,507,연구개발,20,1,생명과학,1,1533,1,남자,97,3,2,연구원,3,미혼,2272,24812,0,Y,N,14,3,2,80,0,5,2,3,4,3,1,2,정용찬
1224,40,Y,적음,676,연구개발,9,4,생명과학,1,1534,4,남자,86,3,1,연구원,1,미혼,2018,21831,3,Y,N,14,3,2,80,0,15,3,1,5,4,1,0,최경하
1225,34,N,적음,971,판매,1,3,기술학위,1,1535,4,남자,64,2,3,영업사원,3,결혼,7083,12288,1,Y,Y,14,3,4,80,0,10,3,3,10,9,8,6,강혀로
1226,50,N,많음,333,연구개발,22,5,의학,1,1539,3,남자,88,1,4,연구 디렉터,4,미혼,14411,24450,1,Y,Y,13,3,4,80,0,32,2,3,32,6,13,9,손성규
1227,34,N,적음,1440,판매,7,2,기술학위,1,1541,2,남자,55,3,1,영업 담당자,3,결혼,2308,4944,0,Y,Y,25,4,2,80,1,12,4,3,11,10,5,7,이산하
1228,42,N,적음,1210,연구개발,2,3,의학,1,1542,3,남자,68,2,1,연구원,2,결혼,4841,24052,4,Y,N,14,3,2,80,1,4,3,3,1,0,0,0,현혀석
1229,37,N,적음,674,연구개발,13,3,의학,1,1543,1,남자,47,3,2,분석가,4,결혼,4285,3031,1,Y,N,17,3,1,80,0,10,2,3,10,8,3,7,박령하
1230,33,N,적음,575,연구개발,25,3,생명과학,1,1545,4,남자,44,2,2,제조 디렉터,2,미혼,4320,24152,1,Y,N,13,3,4,80,0,5,2,3,5,3,0,2,최응천
1231,45,N,적음,950,연구개발,28,3,기술학위,1,1546,4,남자,97,3,1,분석가,4,결혼,2132,4585,4,Y,N,20,4,4,80,1,8,3,3,5,4,0,3,채지연
1232,42,N,많음,288,연구개발,2,3,생명과학,1,1547,4,남자,40,3,3,의료 담당자,4,결혼,10124,18611,2,Y,Y,14,3,3,80,1,24,3,1,20,8,13,9,정재선
1233,40,N,적음,1342,판매,9,2,의학,1,1548,1,남자,47,3,2,영업사원,1,결혼,5473,19345,0,Y,N,12,3,4,80,0,9,5,4,8,4,7,1,양상지
1234,33,N,적음,589,연구개발,28,4,생명과학,1,1549,2,남자,79,3,2,연구원,3,결혼,5207,22949,1,Y,Y,12,3,2,80,1,15,3,3,15,14,5,7,이운운
1235,40,N,적음,898,인적자원,6,2,의학,1,1550,3,남자,38,3,4,매니저,4,미혼,16437,17381,1,Y,Y,21,4,4,80,0,21,2,3,21,7,7,7,변승운
1236,24,N,적음,350,연구개발,21,2,기술학위,1,1551,3,남자,57,2,1,연구원,1,이혼,2296,10036,0,Y,N,14,3,2,80,3,2,3,3,1,1,0,0,손승연
1237,40,N,없음,1142,연구개발,8,2,생명과학,1,1552,4,남자,72,3,2,의료 담당자,4,이혼,4069,8841,3,Y,Y,18,3,3,80,0,8,2,3,2,2,2,2,문이하
1238,45,N,적음,538,연구개발,1,4,기술학위,1,1553,1,남자,66,3,3,의료 담당자,2,이혼,7441,20933,1,Y,N,12,3,1,80,3,10,4,3,10,8,7,7,이이하
1239,36,N,적음,1157,판매,2,4,생명과학,1,1556,3,남자,70,3,1,영업 담당자,4,미혼,2644,17001,3,Y,Y,21,4,4,80,0,7,3,2,3,2,1,2,박혀운
